-4.8414e-01,4.6984e-02,-3.3188e-01,-2.9617e-02,-1.9000e-02,-4.2925e-01,-6.3347e-01
-4.0828e-01,5.1531e-02,-3.9091e-01,-1.4135e-02,9.5000e-03,-2.1110e-01,-6.6966e-01
-4.0981e-01,5.2289e-02,-3.9517e-01,-4.7117e-02,-2.9200e-02,-5.6847e-01,-8.7947e-01
-4.8458e-01,4.9258e-02,-3.6708e-01,-3.3319e-02,-2.7100e-03,-4.5225e-01,-6.1718e-01
-5.2536e-01,4.5469e-02,-3.3887e-01,-4.7117e-02,-2.2400e-02,-5.0679e-01,-6.2544e-01
-4.3832e-01,6.2140e-02,-2.6148e-01,-3.5675e-02,-2.8000e-02,-3.9252e-01,-6.8960e-01
-5.2010e-01,5.0394e-02,-3.7670e-01,-3.7862e-02,-6.1100e-03,-4.1682e-01,-7.0509e-01
-4.2099e-01,4.6226e-02,-3.2707e-01,-3.7694e-02,-3.3300e-02,-1.7530e-01,-4.7805e-01
-4.4160e-01,4.7363e-02,-3.0400e-01,-2.8271e-02,1.0500e-02,-3.1971e-01,-8.6069e-01
-3.9095e-01,5.3804e-02,-4.1102e-01,-2.4232e-02,-5.4300e-03,-3.8705e-01,-5.3872e-01
-5.0059e-01,4.9258e-02,-3.1023e-01,-3.8031e-02,-1.9000e-02,-5.6819e-01,-6.1008e-01
-4.3020e-01,3.9406e-02,-2.5448e-01,-4.5603e-02,-2.0000e-02,-5.1041e-01,-5.9265e-01
-4.6923e-01,4.3953e-02,-3.2576e-01,-1.9184e-02,8.4800e-03,-4.9325e-01,-5.4900e-01
-4.9467e-01,4.0164e-02,-3.5199e-01,-3.9040e-02,-2.3100e-02,-3.6395e-01,-3.8729e-01
-4.9511e-01,4.9258e-02,-3.5068e-01,-2.9617e-02,-1.7600e-02,-6.1660e-01,-5.7321e-01
-4.9774e-01,4.7742e-02,-3.6751e-01,-3.6348e-02,-8.1400e-03,-6.0956e-01,-6.4001e-01
-4.6441e-01,5.0394e-02,-4.0938e-01,-1.4135e-02,1.7000e-03,-3.2000e-03,-1.0786e+00
-4.6836e-01,4.6984e-02,-2.8924e-01,-2.1203e-02,-4.0700e-03,-3.3413e-01,-6.5180e-01
-4.6178e-01,5.0773e-02,-3.6664e-01,-1.0770e-02,-1.7000e-02,-4.5744e-01,-4.6843e-01
