id,lig,ecm
NRG1_396HBCF:ITGA6B4,NRG1_396HBCF,ITGA6B4
NRG1_396HBCF:ITGA9B1,NRG1_396HBCF,ITGA9B1
NRG1_396HBCF:ITGAMB2,NRG1_396HBCF,ITGAMB2
NRG1_396HBCF:ITGAVB2,NRG1_396HBCF,ITGAVB2
NRG1_396HBCF:LAMA3,NRG1_396HBCF,LAMA3
NRG1_396HBCF:LAMB1,NRG1_396HBCF,LAMB1
NRG1_396HBCF:LUM,NRG1_396HBCF,LUM
NRG1_396HBCF:NID1,NRG1_396HBCF,NID1
NRG1_396HBCF:OMD,NRG1_396HBCF,OMD
NRG1_396HBCF:PECAM1,NRG1_396HBCF,PECAM1
NRG1_396HBCF:POSTN,NRG1_396HBCF,POSTN
NRG1_396HBCF:SPARC,NRG1_396HBCF,SPARC
NRG1_396HBCF:SPP1,NRG1_396HBCF,SPP1
NRG1_396HBCF:THBS1,NRG1_396HBCF,THBS1
NRG1_396HBCF:TNC,NRG1_396HBCF,TNC
NRG1_396HBCF:VCAM1,NRG1_396HBCF,VCAM1
NRG1_396HBCF:VTN,NRG1_396HBCF,VTN
NRG1_396HBCF:blank,NRG1_396HBCF,blank
NRG1_KC0814051:ALCAM,NRG1_KC0814051,ALCAM
NRG1_KC0814051:BCAN,NRG1_KC0814051,BCAN
NRG1_KC0814051:BGN,NRG1_KC0814051,BGN
NRG1_KC0814051:CD44,NRG1_KC0814051,CD44
NRG1_KC0814051:CDH1,NRG1_KC0814051,CDH1
NRG1_KC0814051:CDH15,NRG1_KC0814051,CDH15
NRG1_KC0814051:CDH20,NRG1_KC0814051,CDH20
NRG1_KC0814051:CDH3,NRG1_KC0814051,CDH3
NRG1_KC0814051:CDH6,NRG1_KC0814051,CDH6
NRG1_KC0814051:CDH8,NRG1_KC0814051,CDH8
NRG1_KC0814051:CEACAM6,NRG1_KC0814051,CEACAM6
NRG1_KC0814051:COL1,NRG1_KC0814051,COL1
NRG1_KC0814051:COL23A1,NRG1_KC0814051,COL23A1
NRG1_KC0814051:COL2A1,NRG1_KC0814051,COL2A1
NRG1_KC0814051:COL3A1,NRG1_KC0814051,COL3A1
NRG1_KC0814051:COL4A1,NRG1_KC0814051,COL4A1
NRG1_KC0814051:COL5A1,NRG1_KC0814051,COL5A1
NRG1_KC0814051:DCN,NRG1_KC0814051,DCN
NRG1_KC0814051:DSG2,NRG1_KC0814051,DSG2
NRG1_KC0814051:ECM1,NRG1_KC0814051,ECM1
NRG1_KC0814051:FN1,NRG1_KC0814051,FN1
NRG1_KC0814051:GAP43,NRG1_KC0814051,GAP43
NRG1_KC0814051:HA500M,NRG1_KC0814051,HA500M
NRG1_KC0814051:HA500P,NRG1_KC0814051,HA500P
NRG1_KC0814051:ICAM1,NRG1_KC0814051,ICAM1
NRG1_KC0814051:ITGA10B1,NRG1_KC0814051,ITGA10B1
NRG1_KC0814051:ITGA2B1,NRG1_KC0814051,ITGA2B1
NRG1_KC0814051:ITGA3B1,NRG1_KC0814051,ITGA3B1
NRG1_KC0814051:ITGA4B1,NRG1_KC0814051,ITGA4B1
NRG1_KC0814051:ITGA6B4,NRG1_KC0814051,ITGA6B4
NRG1_KC0814051:ITGA9B1,NRG1_KC0814051,ITGA9B1
NRG1_KC0814051:ITGAMB2,NRG1_KC0814051,ITGAMB2
NRG1_KC0814051:ITGAVB2,NRG1_KC0814051,ITGAVB2
NRG1_KC0814051:LAMA3,NRG1_KC0814051,LAMA3
NRG1_KC0814051:LAMB1,NRG1_KC0814051,LAMB1
NRG1_KC0814051:LUM,NRG1_KC0814051,LUM
NRG1_KC0814051:NID1,NRG1_KC0814051,NID1
NRG1_KC0814051:OMD,NRG1_KC0814051,OMD
NRG1_KC0814051:PECAM1,NRG1_KC0814051,PECAM1
NRG1_KC0814051:POSTN,NRG1_KC0814051,POSTN
NRG1_KC0814051:SPARC,NRG1_KC0814051,SPARC
NRG1_KC0814051:SPP1,NRG1_KC0814051,SPP1
NRG1_KC0814051:THBS1,NRG1_KC0814051,THBS1
NRG1_KC0814051:TNC,NRG1_KC0814051,TNC
NRG1_KC0814051:VCAM1,NRG1_KC0814051,VCAM1
NRG1_KC0814051:VTN,NRG1_KC0814051,VTN
NRG1_KC0814051:blank,NRG1_KC0814051,blank
PDGFAB:ALCAM,PDGFAB,ALCAM
PDGFAB:BCAN,PDGFAB,BCAN
PDGFAB:BGN,PDGFAB,BGN
PDGFAB:CD44,PDGFAB,CD44
PDGFAB:CDH1,PDGFAB,CDH1
PDGFAB:CDH15,PDGFAB,CDH15
PDGFAB:CDH20,PDGFAB,CDH20
PDGFAB:CDH3,PDGFAB,CDH3
PDGFAB:CDH6,PDGFAB,CDH6
PDGFAB:CDH8,PDGFAB,CDH8
PDGFAB:CEACAM6,PDGFAB,CEACAM6
PDGFAB:COL1,PDGFAB,COL1
PDGFAB:COL23A1,PDGFAB,COL23A1
PDGFAB:COL2A1,PDGFAB,COL2A1
PDGFAB:COL3A1,PDGFAB,COL3A1
PDGFAB:COL4A1,PDGFAB,COL4A1
PDGFAB:COL5A1,PDGFAB,COL5A1
PDGFAB:DCN,PDGFAB,DCN
PDGFAB:DSG2,PDGFAB,DSG2
PDGFAB:ECM1,PDGFAB,ECM1
PDGFAB:FN1,PDGFAB,FN1
PDGFAB:GAP43,PDGFAB,GAP43
PDGFAB:HA500M,PDGFAB,HA500M
PDGFAB:HA500P,PDGFAB,HA500P
PDGFAB:ICAM1,PDGFAB,ICAM1
PDGFAB:ITGA10B1,PDGFAB,ITGA10B1
PDGFAB:ITGA2B1,PDGFAB,ITGA2B1
PDGFAB:ITGA3B1,PDGFAB,ITGA3B1
PDGFAB:ITGA4B1,PDGFAB,ITGA4B1
PDGFAB:ITGA6B4,PDGFAB,ITGA6B4
PDGFAB:ITGA9B1,PDGFAB,ITGA9B1
PDGFAB:ITGAMB2,PDGFAB,ITGAMB2
PDGFAB:ITGAVB2,PDGFAB,ITGAVB2
PDGFAB:LAMA3,PDGFAB,LAMA3
PDGFAB:LAMB1,PDGFAB,LAMB1
PDGFAB:LUM,PDGFAB,LUM
PDGFAB:NID1,PDGFAB,NID1
PDGFAB:OMD,PDGFAB,OMD
PDGFAB:PECAM1,PDGFAB,PECAM1
PDGFAB:POSTN,PDGFAB,POSTN
PDGFAB:SPARC,PDGFAB,SPARC
PDGFAB:SPP1,PDGFAB,SPP1
PDGFAB:THBS1,PDGFAB,THBS1
PDGFAB:TNC,PDGFAB,TNC
PDGFAB:VCAM1,PDGFAB,VCAM1
PDGFAB:VTN,PDGFAB,VTN
PDGFAB:blank,PDGFAB,blank
PDGFB:ALCAM,PDGFB,ALCAM
PDGFB:BCAN,PDGFB,BCAN
PDGFB:BGN,PDGFB,BGN
PDGFB:CD44,PDGFB,CD44
PDGFB:CDH1,PDGFB,CDH1
PDGFB:CDH15,PDGFB,CDH15
PDGFB:CDH20,PDGFB,CDH20
PDGFB:CDH3,PDGFB,CDH3
PDGFB:CDH6,PDGFB,CDH6
PDGFB:CDH8,PDGFB,CDH8
PDGFB:CEACAM6,PDGFB,CEACAM6
PDGFB:COL1,PDGFB,COL1
PDGFB:COL23A1,PDGFB,COL23A1
PDGFB:COL2A1,PDGFB,COL2A1
PDGFB:COL3A1,PDGFB,COL3A1
PDGFB:COL4A1,PDGFB,COL4A1
PDGFB:COL5A1,PDGFB,COL5A1
PDGFB:DCN,PDGFB,DCN
PDGFB:DSG2,PDGFB,DSG2
PDGFB:ECM1,PDGFB,ECM1
PDGFB:FN1,PDGFB,FN1
PDGFB:GAP43,PDGFB,GAP43
PDGFB:HA500M,PDGFB,HA500M
PDGFB:HA500P,PDGFB,HA500P
PDGFB:ICAM1,PDGFB,ICAM1
PDGFB:ITGA10B1,PDGFB,ITGA10B1
PDGFB:ITGA2B1,PDGFB,ITGA2B1
PDGFB:ITGA3B1,PDGFB,ITGA3B1
PDGFB:ITGA4B1,PDGFB,ITGA4B1
PDGFB:ITGA6B4,PDGFB,ITGA6B4
PDGFB:ITGA9B1,PDGFB,ITGA9B1
PDGFB:ITGAMB2,PDGFB,ITGAMB2
PDGFB:ITGAVB2,PDGFB,ITGAVB2
PDGFB:LAMA3,PDGFB,LAMA3
PDGFB:LAMB1,PDGFB,LAMB1
PDGFB:LUM,PDGFB,LUM
PDGFB:NID1,PDGFB,NID1
PDGFB:OMD,PDGFB,OMD
PDGFB:PECAM1,PDGFB,PECAM1
PDGFB:POSTN,PDGFB,POSTN
PDGFB:SPARC,PDGFB,SPARC
PDGFB:SPP1,PDGFB,SPP1
PDGFB:THBS1,PDGFB,THBS1
PDGFB:TNC,PDGFB,TNC
PDGFB:VCAM1,PDGFB,VCAM1
PDGFB:VTN,PDGFB,VTN
PDGFB:blank,PDGFB,blank
PTN:ALCAM,PTN,ALCAM
PTN:BCAN,PTN,BCAN
PTN:BGN,PTN,BGN
PTN:CD44,PTN,CD44
PTN:CDH1,PTN,CDH1
PTN:CDH15,PTN,CDH15
PTN:CDH20,PTN,CDH20
PTN:CDH3,PTN,CDH3
PTN:CDH6,PTN,CDH6
PTN:CDH8,PTN,CDH8
PTN:CEACAM6,PTN,CEACAM6
PTN:COL1,PTN,COL1
PTN:COL23A1,PTN,COL23A1
PTN:COL2A1,PTN,COL2A1
PTN:COL3A1,PTN,COL3A1
PTN:COL4A1,PTN,COL4A1
PTN:COL5A1,PTN,COL5A1
PTN:DCN,PTN,DCN
PTN:DSG2,PTN,DSG2
PTN:ECM1,PTN,ECM1
PTN:FN1,PTN,FN1
PTN:GAP43,PTN,GAP43
PTN:HA500M,PTN,HA500M
PTN:HA500P,PTN,HA500P
PTN:ICAM1,PTN,ICAM1
PTN:ITGA10B1,PTN,ITGA10B1
PTN:ITGA2B1,PTN,ITGA2B1
PTN:ITGA3B1,PTN,ITGA3B1
PTN:ITGA4B1,PTN,ITGA4B1
PTN:ITGA6B4,PTN,ITGA6B4
PTN:ITGA9B1,PTN,ITGA9B1
PTN:ITGAMB2,PTN,ITGAMB2
PTN:ITGAVB2,PTN,ITGAVB2
PTN:LAMA3,PTN,LAMA3
PTN:LAMB1,PTN,LAMB1
PTN:LUM,PTN,LUM
PTN:NID1,PTN,NID1
PTN:OMD,PTN,OMD
PTN:PECAM1,PTN,PECAM1
PTN:POSTN,PTN,POSTN
PTN:SPARC,PTN,SPARC
PTN:SPP1,PTN,SPP1
PTN:THBS1,PTN,THBS1
PTN:TNC,PTN,TNC
PTN:VCAM1,PTN,VCAM1
PTN:VTN,PTN,VTN
PTN:blank,PTN,blank
SHH:ALCAM,SHH,ALCAM
SHH:BCAN,SHH,BCAN
SHH:BGN,SHH,BGN
SHH:CD44,SHH,CD44
SHH:CDH1,SHH,CDH1
SHH:CDH15,SHH,CDH15
SHH:CDH20,SHH,CDH20
SHH:CDH3,SHH,CDH3
SHH:CDH6,SHH,CDH6
SHH:CDH8,SHH,CDH8
SHH:CEACAM6,SHH,CEACAM6
SHH:COL1,SHH,COL1
SHH:COL23A1,SHH,COL23A1
SHH:COL2A1,SHH,COL2A1
SHH:COL3A1,SHH,COL3A1
SHH:COL4A1,SHH,COL4A1
SHH:COL5A1,SHH,COL5A1
SHH:DCN,SHH,DCN
SHH:DSG2,SHH,DSG2
SHH:ECM1,SHH,ECM1
SHH:FN1,SHH,FN1
SHH:GAP43,SHH,GAP43
SHH:HA500M,SHH,HA500M
SHH:HA500P,SHH,HA500P
SHH:ICAM1,SHH,ICAM1
SHH:ITGA10B1,SHH,ITGA10B1
SHH:ITGA2B1,SHH,ITGA2B1
SHH:ITGA3B1,SHH,ITGA3B1
SHH:ITGA4B1,SHH,ITGA4B1
SHH:ITGA6B4,SHH,ITGA6B4
SHH:ITGA9B1,SHH,ITGA9B1
SHH:ITGAMB2,SHH,ITGAMB2
SHH:ITGAVB2,SHH,ITGAVB2
SHH:LAMA3,SHH,LAMA3
SHH:LAMB1,SHH,LAMB1
SHH:LUM,SHH,LUM
SHH:NID1,SHH,NID1
SHH:OMD,SHH,OMD
SHH:PECAM1,SHH,PECAM1
SHH:POSTN,SHH,POSTN
SHH:SPARC,SHH,SPARC
SHH:SPP1,SHH,SPP1
SHH:THBS1,SHH,THBS1
SHH:TNC,SHH,TNC
SHH:VCAM1,SHH,VCAM1
SHH:VTN,SHH,VTN
SHH:blank,SHH,blank
TGFB1_240B010:ALCAM,TGFB1_240B010,ALCAM
TGFB1_240B010:BCAN,TGFB1_240B010,BCAN
TGFB1_240B010:BGN,TGFB1_240B010,BGN
TGFB1_240B010:CD44,TGFB1_240B010,CD44
TGFB1_240B010:CDH1,TGFB1_240B010,CDH1
TGFB1_240B010:CDH15,TGFB1_240B010,CDH15
TGFB1_240B010:CDH20,TGFB1_240B010,CDH20
TGFB1_240B010:CDH3,TGFB1_240B010,CDH3
TGFB1_240B010:CDH6,TGFB1_240B010,CDH6
TGFB1_240B010:CDH8,TGFB1_240B010,CDH8
TGFB1_240B010:CEACAM6,TGFB1_240B010,CEACAM6
TGFB1_240B010:COL1,TGFB1_240B010,COL1
TGFB1_240B010:COL23A1,TGFB1_240B010,COL23A1
TGFB1_240B010:COL2A1,TGFB1_240B010,COL2A1
TGFB1_240B010:COL3A1,TGFB1_240B010,COL3A1
TGFB1_240B010:COL4A1,TGFB1_240B010,COL4A1
TGFB1_240B010:COL5A1,TGFB1_240B010,COL5A1
TGFB1_240B010:DCN,TGFB1_240B010,DCN
TGFB1_240B010:DSG2,TGFB1_240B010,DSG2
TGFB1_240B010:ECM1,TGFB1_240B010,ECM1
TGFB1_240B010:FN1,TGFB1_240B010,FN1
TGFB1_240B010:GAP43,TGFB1_240B010,GAP43
TGFB1_240B010:HA500M,TGFB1_240B010,HA500M
TGFB1_240B010:HA500P,TGFB1_240B010,HA500P
TGFB1_240B010:ICAM1,TGFB1_240B010,ICAM1
TGFB1_240B010:ITGA10B1,TGFB1_240B010,ITGA10B1
TGFB1_240B010:ITGA2B1,TGFB1_240B010,ITGA2B1
TGFB1_240B010:ITGA3B1,TGFB1_240B010,ITGA3B1
TGFB1_240B010:ITGA4B1,TGFB1_240B010,ITGA4B1
TGFB1_240B010:ITGA6B4,TGFB1_240B010,ITGA6B4
TGFB1_240B010:ITGA9B1,TGFB1_240B010,ITGA9B1
TGFB1_240B010:ITGAMB2,TGFB1_240B010,ITGAMB2
TGFB1_240B010:ITGAVB2,TGFB1_240B010,ITGAVB2
TGFB1_240B010:LAMA3,TGFB1_240B010,LAMA3
TGFB1_240B010:LAMB1,TGFB1_240B010,LAMB1
TGFB1_240B010:LUM,TGFB1_240B010,LUM
TGFB1_240B010:NID1,TGFB1_240B010,NID1
TGFB1_240B010:OMD,TGFB1_240B010,OMD
TGFB1_240B010:PECAM1,TGFB1_240B010,PECAM1
TGFB1_240B010:POSTN,TGFB1_240B010,POSTN
TGFB1_240B010:SPARC,TGFB1_240B010,SPARC
TGFB1_240B010:SPP1,TGFB1_240B010,SPP1
TGFB1_240B010:THBS1,TGFB1_240B010,THBS1
TGFB1_240B010:TNC,TGFB1_240B010,TNC
TGFB1_240B010:VCAM1,TGFB1_240B010,VCAM1
TGFB1_240B010:VTN,TGFB1_240B010,VTN
TGFB1_240B010:blank,TGFB1_240B010,blank
TGFB1_246LP025CF:ALCAM,TGFB1_246LP025CF,ALCAM
TGFB1_246LP025CF:BCAN,TGFB1_246LP025CF,BCAN
TGFB1_246LP025CF:BGN,TGFB1_246LP025CF,BGN
TGFB1_246LP025CF:CD44,TGFB1_246LP025CF,CD44
TGFB1_246LP025CF:CDH1,TGFB1_246LP025CF,CDH1
TGFB1_246LP025CF:CDH15,TGFB1_246LP025CF,CDH15
TGFB1_246LP025CF:CDH20,TGFB1_246LP025CF,CDH20
TGFB1_246LP025CF:CDH3,TGFB1_246LP025CF,CDH3
TGFB1_246LP025CF:CDH6,TGFB1_246LP025CF,CDH6
TGFB1_246LP025CF:CDH8,TGFB1_246LP025CF,CDH8
TGFB1_246LP025CF:CEACAM6,TGFB1_246LP025CF,CEACAM6
TGFB1_246LP025CF:COL1,TGFB1_246LP025CF,COL1
TGFB1_246LP025CF:COL23A1,TGFB1_246LP025CF,COL23A1
TGFB1_246LP025CF:COL2A1,TGFB1_246LP025CF,COL2A1
TGFB1_246LP025CF:COL3A1,TGFB1_246LP025CF,COL3A1
TGFB1_246LP025CF:COL4A1,TGFB1_246LP025CF,COL4A1
TGFB1_246LP025CF:COL5A1,TGFB1_246LP025CF,COL5A1
TGFB1_246LP025CF:DCN,TGFB1_246LP025CF,DCN
TGFB1_246LP025CF:DSG2,TGFB1_246LP025CF,DSG2
TGFB1_246LP025CF:ECM1,TGFB1_246LP025CF,ECM1
TGFB1_246LP025CF:FN1,TGFB1_246LP025CF,FN1
TGFB1_246LP025CF:GAP43,TGFB1_246LP025CF,GAP43
TGFB1_246LP025CF:HA500M,TGFB1_246LP025CF,HA500M
TGFB1_246LP025CF:HA500P,TGFB1_246LP025CF,HA500P
TGFB1_246LP025CF:ICAM1,TGFB1_246LP025CF,ICAM1
TGFB1_246LP025CF:ITGA10B1,TGFB1_246LP025CF,ITGA10B1
TGFB1_246LP025CF:ITGA2B1,TGFB1_246LP025CF,ITGA2B1
TGFB1_246LP025CF:ITGA3B1,TGFB1_246LP025CF,ITGA3B1
TGFB1_246LP025CF:ITGA4B1,TGFB1_246LP025CF,ITGA4B1
TGFB1_246LP025CF:ITGA6B4,TGFB1_246LP025CF,ITGA6B4
TGFB1_246LP025CF:ITGA9B1,TGFB1_246LP025CF,ITGA9B1
TGFB1_246LP025CF:ITGAMB2,TGFB1_246LP025CF,ITGAMB2
TGFB1_246LP025CF:ITGAVB2,TGFB1_246LP025CF,ITGAVB2
TGFB1_246LP025CF:LAMA3,TGFB1_246LP025CF,LAMA3
TGFB1_246LP025CF:LAMB1,TGFB1_246LP025CF,LAMB1
TGFB1_246LP025CF:LUM,TGFB1_246LP025CF,LUM
TGFB1_246LP025CF:NID1,TGFB1_246LP025CF,NID1
TGFB1_246LP025CF:OMD,TGFB1_246LP025CF,OMD
TGFB1_246LP025CF:PECAM1,TGFB1_246LP025CF,PECAM1
TGFB1_246LP025CF:POSTN,TGFB1_246LP025CF,POSTN
TGFB1_246LP025CF:SPARC,TGFB1_246LP025CF,SPARC
TGFB1_246LP025CF:SPP1,TGFB1_246LP025CF,SPP1
TGFB1_246LP025CF:THBS1,TGFB1_246LP025CF,THBS1
TGFB1_246LP025CF:TNC,TGFB1_246LP025CF,TNC
TGFB1_246LP025CF:VCAM1,TGFB1_246LP025CF,VCAM1
TGFB1_246LP025CF:VTN,TGFB1_246LP025CF,VTN
TGFB1_246LP025CF:blank,TGFB1_246LP025CF,blank
TGFB2:ALCAM,TGFB2,ALCAM
TGFB2:BCAN,TGFB2,BCAN
TGFB2:BGN,TGFB2,BGN
TGFB2:CD44,TGFB2,CD44
TGFB2:CDH1,TGFB2,CDH1
TGFB2:CDH15,TGFB2,CDH15
TGFB2:CDH20,TGFB2,CDH20
TGFB2:CDH3,TGFB2,CDH3
TGFB2:CDH6,TGFB2,CDH6
TGFB2:CDH8,TGFB2,CDH8
TGFB2:CEACAM6,TGFB2,CEACAM6
TGFB2:COL1,TGFB2,COL1
TGFB2:COL23A1,TGFB2,COL23A1
TGFB2:COL2A1,TGFB2,COL2A1
TGFB2:COL3A1,TGFB2,COL3A1
TGFB2:COL4A1,TGFB2,COL4A1
TGFB2:COL5A1,TGFB2,COL5A1
TGFB2:DCN,TGFB2,DCN
TGFB2:DSG2,TGFB2,DSG2
TGFB2:ECM1,TGFB2,ECM1
TGFB2:FN1,TGFB2,FN1
TGFB2:GAP43,TGFB2,GAP43
TGFB2:HA500M,TGFB2,HA500M
TGFB2:HA500P,TGFB2,HA500P
TGFB2:ICAM1,TGFB2,ICAM1
TGFB2:ITGA10B1,TGFB2,ITGA10B1
TGFB2:ITGA2B1,TGFB2,ITGA2B1
TGFB2:ITGA3B1,TGFB2,ITGA3B1
TGFB2:ITGA4B1,TGFB2,ITGA4B1
TGFB2:ITGA6B4,TGFB2,ITGA6B4
TGFB2:ITGA9B1,TGFB2,ITGA9B1
TGFB2:ITGAMB2,TGFB2,ITGAMB2
TGFB2:ITGAVB2,TGFB2,ITGAVB2
TGFB2:LAMA3,TGFB2,LAMA3
TGFB2:LAMB1,TGFB2,LAMB1
TGFB2:LUM,TGFB2,LUM
TGFB2:NID1,TGFB2,NID1
TGFB2:OMD,TGFB2,OMD
TGFB2:PECAM1,TGFB2,PECAM1
TGFB2:POSTN,TGFB2,POSTN
TGFB2:SPARC,TGFB2,SPARC
TGFB2:SPP1,TGFB2,SPP1
TGFB2:THBS1,TGFB2,THBS1
TGFB2:TNC,TGFB2,TNC
TGFB2:VCAM1,TGFB2,VCAM1
TGFB2:VTN,TGFB2,VTN
TGFB2:blank,TGFB2,blank
THPO:ALCAM,THPO,ALCAM
THPO:BCAN,THPO,BCAN
THPO:BGN,THPO,BGN
THPO:CD44,THPO,CD44
THPO:CDH1,THPO,CDH1
THPO:CDH15,THPO,CDH15
THPO:CDH20,THPO,CDH20
THPO:CDH3,THPO,CDH3
THPO:CDH6,THPO,CDH6
THPO:CDH8,THPO,CDH8
THPO:CEACAM6,THPO,CEACAM6
THPO:COL1,THPO,COL1
THPO:COL23A1,THPO,COL23A1
THPO:COL2A1,THPO,COL2A1
THPO:COL3A1,THPO,COL3A1
THPO:COL4A1,THPO,COL4A1
THPO:COL5A1,THPO,COL5A1
THPO:DCN,THPO,DCN
THPO:DSG2,THPO,DSG2
THPO:ECM1,THPO,ECM1
THPO:FN1,THPO,FN1
THPO:GAP43,THPO,GAP43
THPO:HA500M,THPO,HA500M
THPO:HA500P,THPO,HA500P
THPO:ICAM1,THPO,ICAM1
THPO:ITGA10B1,THPO,ITGA10B1
THPO:ITGA2B1,THPO,ITGA2B1
THPO:ITGA3B1,THPO,ITGA3B1
THPO:ITGA4B1,THPO,ITGA4B1
THPO:ITGA6B4,THPO,ITGA6B4
THPO:ITGA9B1,THPO,ITGA9B1
THPO:ITGAMB2,THPO,ITGAMB2
THPO:ITGAVB2,THPO,ITGAVB2
THPO:LAMA3,THPO,LAMA3
THPO:LAMB1,THPO,LAMB1
THPO:LUM,THPO,LUM
THPO:NID1,THPO,NID1
THPO:OMD,THPO,OMD
THPO:PECAM1,THPO,PECAM1
THPO:POSTN,THPO,POSTN
THPO:SPARC,THPO,SPARC
THPO:SPP1,THPO,SPP1
THPO:THBS1,THPO,THBS1
THPO:TNC,THPO,TNC
THPO:VCAM1,THPO,VCAM1
THPO:VTN,THPO,VTN
THPO:blank,THPO,blank
TNF:ALCAM,TNF,ALCAM
TNF:BCAN,TNF,BCAN
TNF:BGN,TNF,BGN
TNF:CD44,TNF,CD44
TNF:CDH1,TNF,CDH1
TNF:CDH15,TNF,CDH15
TNF:CDH20,TNF,CDH20
TNF:CDH3,TNF,CDH3
TNF:CDH6,TNF,CDH6
TNF:CDH8,TNF,CDH8
TNF:CEACAM6,TNF,CEACAM6
TNF:COL1,TNF,COL1
TNF:COL23A1,TNF,COL23A1
TNF:COL2A1,TNF,COL2A1
TNF:COL3A1,TNF,COL3A1
TNF:COL4A1,TNF,COL4A1
TNF:COL5A1,TNF,COL5A1
TNF:DCN,TNF,DCN
TNF:DSG2,TNF,DSG2
TNF:ECM1,TNF,ECM1
TNF:FN1,TNF,FN1
TNF:GAP43,TNF,GAP43
TNF:HA500M,TNF,HA500M
TNF:HA500P,TNF,HA500P
TNF:ICAM1,TNF,ICAM1
TNF:ITGA10B1,TNF,ITGA10B1
TNF:ITGA2B1,TNF,ITGA2B1
TNF:ITGA3B1,TNF,ITGA3B1
TNF:ITGA4B1,TNF,ITGA4B1
TNF:ITGA6B4,TNF,ITGA6B4
TNF:ITGA9B1,TNF,ITGA9B1
TNF:ITGAMB2,TNF,ITGAMB2
TNF:ITGAVB2,TNF,ITGAVB2
TNF:LAMA3,TNF,LAMA3
TNF:LAMB1,TNF,LAMB1
TNF:LUM,TNF,LUM
TNF:NID1,TNF,NID1
TNF:OMD,TNF,OMD
TNF:PECAM1,TNF,PECAM1
TNF:POSTN,TNF,POSTN
TNF:SPARC,TNF,SPARC
TNF:SPP1,TNF,SPP1
TNF:THBS1,TNF,THBS1
TNF:TNC,TNF,TNC
TNF:VCAM1,TNF,VCAM1
TNF:VTN,TNF,VTN
TNF:blank,TNF,blank
TNFRSF11B:ALCAM,TNFRSF11B,ALCAM
TNFRSF11B:BCAN,TNFRSF11B,BCAN
TNFRSF11B:BGN,TNFRSF11B,BGN
TNFRSF11B:CD44,TNFRSF11B,CD44
TNFRSF11B:CDH1,TNFRSF11B,CDH1
TNFRSF11B:CDH15,TNFRSF11B,CDH15
TNFRSF11B:CDH20,TNFRSF11B,CDH20
TNFRSF11B:CDH3,TNFRSF11B,CDH3
TNFRSF11B:CDH6,TNFRSF11B,CDH6
TNFRSF11B:CDH8,TNFRSF11B,CDH8
TNFRSF11B:CEACAM6,TNFRSF11B,CEACAM6
TNFRSF11B:COL1,TNFRSF11B,COL1
TNFRSF11B:COL23A1,TNFRSF11B,COL23A1
TNFRSF11B:COL2A1,TNFRSF11B,COL2A1
TNFRSF11B:COL3A1,TNFRSF11B,COL3A1
TNFRSF11B:COL4A1,TNFRSF11B,COL4A1
TNFRSF11B:COL5A1,TNFRSF11B,COL5A1
TNFRSF11B:DCN,TNFRSF11B,DCN
TNFRSF11B:DSG2,TNFRSF11B,DSG2
TNFRSF11B:ECM1,TNFRSF11B,ECM1
TNFRSF11B:FN1,TNFRSF11B,FN1
TNFRSF11B:GAP43,TNFRSF11B,GAP43
TNFRSF11B:HA500M,TNFRSF11B,HA500M
TNFRSF11B:HA500P,TNFRSF11B,HA500P
TNFRSF11B:ICAM1,TNFRSF11B,ICAM1
TNFRSF11B:ITGA10B1,TNFRSF11B,ITGA10B1
TNFRSF11B:ITGA2B1,TNFRSF11B,ITGA2B1
TNFRSF11B:ITGA3B1,TNFRSF11B,ITGA3B1
TNFRSF11B:ITGA4B1,TNFRSF11B,ITGA4B1
TNFRSF11B:ITGA6B4,TNFRSF11B,ITGA6B4
TNFRSF11B:ITGA9B1,TNFRSF11B,ITGA9B1
TNFRSF11B:ITGAMB2,TNFRSF11B,ITGAMB2
TNFRSF11B:ITGAVB2,TNFRSF11B,ITGAVB2
TNFRSF11B:LAMA3,TNFRSF11B,LAMA3
TNFRSF11B:LAMB1,TNFRSF11B,LAMB1
TNFRSF11B:LUM,TNFRSF11B,LUM
TNFRSF11B:NID1,TNFRSF11B,NID1
TNFRSF11B:OMD,TNFRSF11B,OMD
TNFRSF11B:PECAM1,TNFRSF11B,PECAM1
TNFRSF11B:POSTN,TNFRSF11B,POSTN
TNFRSF11B:SPARC,TNFRSF11B,SPARC
TNFRSF11B:SPP1,TNFRSF11B,SPP1
TNFRSF11B:THBS1,TNFRSF11B,THBS1
TNFRSF11B:TNC,TNFRSF11B,TNC
TNFRSF11B:VCAM1,TNFRSF11B,VCAM1
TNFRSF11B:VTN,TNFRSF11B,VTN
TNFRSF11B:blank,TNFRSF11B,blank
TNFSF11:ALCAM,TNFSF11,ALCAM
TNFSF11:BCAN,TNFSF11,BCAN
TNFSF11:BGN,TNFSF11,BGN
TNFSF11:CD44,TNFSF11,CD44
TNFSF11:CDH1,TNFSF11,CDH1
TNFSF11:CDH15,TNFSF11,CDH15
TNFSF11:CDH20,TNFSF11,CDH20
TNFSF11:CDH3,TNFSF11,CDH3
TNFSF11:CDH6,TNFSF11,CDH6
TNFSF11:CDH8,TNFSF11,CDH8
TNFSF11:CEACAM6,TNFSF11,CEACAM6
TNFSF11:COL1,TNFSF11,COL1
TNFSF11:COL23A1,TNFSF11,COL23A1
TNFSF11:COL2A1,TNFSF11,COL2A1
