-4.3100e-01,1.5796e-02,-3.3900e-01,-2.5400e-01,-1.3400e-01,-5.3779e-01,4.1000e-02
-5.1100e-01,2.5714e-02,-3.5100e-01,5.2100e-01,-1.2400e-01,-3.6406e-01,-3.1000e-02
-4.6900e-01,1.5429e-02,-2.4800e-01,-2.3800e-01,-9.3900e-02,-2.0268e-01,1.5000e-02
-1.5000e-01,3.0490e-02,-1.7300e-01,-2.6800e-02,-1.9100e-01,-3.2504e-01,-1.0300e-01
-5.2000e-01,2.5714e-02,-4.5600e-01,1.2900e-01,-2.5500e-02,-1.4684e-01,-4.4000e-02
-3.5900e-01,1.7633e-02,-1.7800e-01,8.5700e-02,-5.0900e-02,-4.0784e-01,-2.4000e-02
-2.7000e-01,4.7020e-02,-3.3900e-01,1.5000e-01,2.2300e-01,-2.5287e-01,-2.7000e-02
-4.4400e-01,9.5510e-03,-3.9400e-01,1.2900e-01,-2.1600e-01,-1.2078e-01,8.0000e-03
-4.4300e-01,1.6898e-02,-2.1500e-01,-1.4700e-01,-3.4000e-01,-3.7213e-01,-3.6000e-02
-3.8600e-01,1.7633e-02,-3.0800e-01,-4.2800e-02,-4.0400e-01,-5.0497e-01,1.5000e-02
-5.4000e-01,2.9755e-02,-5.4200e-01,-1.5300e-01,-1.6900e-01,-7.5584e-01,0.0000e+00
-4.2400e-01,4.4082e-02,-2.5800e-01,2.6800e-03,-1.7800e-01,-2.8085e-01,-3.8000e-02
-4.1800e-01,1.2490e-02,-3.8800e-01,2.6800e-02,-8.2700e-02,-4.5478e-01,7.0000e-02
-2.9700e-01,4.3347e-02,-1.2200e-01,-2.0300e-01,-2.2900e-01,-2.4101e-01,-1.4200e-01
-6.2700e-01,2.2041e-02,-5.1000e-01,-5.3500e-02,-1.7800e-01,-4.8781e-01,1.5000e-02
-4.8300e-01,2.6449e-02,-4.8600e-01,5.8900e-02,-3.1200e-01,-7.0882e-01,-6.2000e-02
-3.7600e-01,-4.4082e-03,-3.3600e-01,4.7600e-01,9.2000e-01,1.1019e+00,6.1000e-02
-3.7700e-01,4.6286e-02,-3.1100e-01,7.4900e-01,2.8200e-01,2.9974e-01,3.3000e-02
-3.7300e-01,1.4694e-02,-2.4100e-01,1.0200e+00,-7.6400e-02,-4.3955e-01,-5.4000e-02
-3.2600e-01,3.8204e-02,-3.5600e-01,-3.4800e-02,-1.7500e-01,-5.2745e-01,5.5870e-02
-7.4400e-01,-3.6735e-03,-5.7900e-01,-1.8200e-01,-2.9300e-01,-4.5210e-01,-4.9000e-02
-3.8000e-01,0.0000e+00,-3.7200e-01,-7.7600e-02,-1.5300e-01,-9.1412e-02,-1.2900e-01
-6.2000e-01,-1.4694e-03,-3.6500e-01,-1.6100e-02,-1.1100e-01,-1.9427e-01,2.9800e-02
-5.0700e-01,2.7551e-02,-5.6600e-01,1.6100e-02,1.2700e-02,-5.4723e-01,4.5000e-02
