-9.3357e-01,8.2185e-01,-1.5083e+00,-1.1392e-01,-2.2400e-01,7.2095e-01,7.7794e-02
-9.0380e-01,8.0320e-01,-1.4918e+00,-9.6739e-02,-2.0900e-01,1.0943e+00,-9.1071e-02
-8.1451e-01,7.9222e-01,-1.4490e+00,-1.0277e-01,-2.1600e-01,8.6785e-01,7.6256e-03
-9.1554e-01,6.0715e-01,-1.5251e+00,-1.1814e-01,-2.2000e-01,8.9332e-01,3.1640e-01
-7.8829e-01,8.4123e-01,-1.4813e+00,-1.2115e-01,-2.2900e-01,1.0347e+00,6.5471e-02
-4.6960e-01,1.1485e+00,-8.8897e-01,-8.6191e-02,-1.7200e-01,1.9405e+00,5.7946e-01
-9.7657e-01,8.0246e-01,-1.4035e+00,-1.1904e-01,-2.0500e-01,8.6773e-01,-4.0639e-02
-1.0554e+00,8.6355e-01,-1.4302e+00,-1.1151e-01,-2.0800e-01,9.4549e-01,2.8897e-01
-8.9948e-01,8.4635e-01,-1.5675e+00,-1.1331e-01,-2.0400e-01,9.4887e-01,8.2225e-03
-7.5072e-01,8.6391e-01,-1.4793e+00,-1.1271e-01,-2.1500e-01,1.1434e+00,1.1175e-02
-9.4491e-01,7.3480e-01,-1.4367e+00,-1.2145e-01,-2.2800e-01,9.4993e-01,3.3063e-01
-8.2841e-01,7.8710e-01,-1.3408e+00,-1.2989e-01,-2.2000e-01,9.5178e-01,2.3425e-01
-6.8864e-01,7.1615e-01,-1.3925e+00,-1.2657e-01,-2.2100e-01,1.0172e+00,-1.2938e-02
-7.5734e-01,7.6223e-01,-1.3587e+00,-1.3200e-01,-2.3200e-01,7.9512e-01,2.5419e-01
-1.0075e+00,8.1929e-01,-1.4963e+00,-1.0970e-01,-2.2300e-01,1.0841e+00,-4.0801e-01
-1.0231e+00,7.9149e-01,-1.4953e+00,-1.2597e-01,-2.1100e-01,8.5501e-01,-1.6451e-01
-7.8298e-01,9.1567e-01,-1.3333e+00,-1.0035e-01,-1.7100e-01,1.4157e+00,-9.6759e-02
-6.4419e-01,1.0307e+00,-1.3580e+00,-1.0427e-01,-2.0000e-01,1.1830e+00,2.8648e-01
-9.6018e-01,8.2148e-01,-1.5714e+00,-1.1512e-01,-2.1700e-01,1.1059e+00,1.7681e-01
-8.4218e-01,8.5806e-01,-1.4000e+00,-1.0668e-01,-2.1600e-01,1.0521e+00,-2.4587e-01
-8.4860e-01,9.0853e-01,-1.5346e+00,-1.2356e-01,-2.1900e-01,8.9784e-01,-2.8845e-02
-9.6622e-01,7.6699e-01,-1.4390e+00,-1.1572e-01,-2.1900e-01,8.8783e-01,1.6654e-01
-7.1506e-01,7.8820e-01,-1.3667e+00,-1.0488e-01,-2.0700e-01,1.1286e+00,-2.2135e-02
